# jar	class	constant_pool_index	old_base64	new_base64
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicKnightErrant.class	554	R28gdG8gdGhlIHNwYWNlciBiYXIgb24gQ2hhbGNlZG9uIGFuZCBzcGVhayB3aXRoIHRoZSBMdWRkaWMgUGF0aCByZWNydWl0ZXI=	7Lm87IS464+I7J2YIOyasOyjvOyduCDsiKDsp5HsnLzroZwg6rCA7IScIOujqOuUlSDqsr3roZwg66qo7KeR7JuQ6rO8IOuMgO2ZlA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicKnightErrant.class	556	R28gdG8gTWF6YWxvdCBhbmQgZmluZCBKZXRocm8gQm9ybmFuZXc=	66eI7J6Y66Gc7Yq466GcIOqwgOyEnCDsoJztirjroZwg67O066W064KY64m0IOywvuq4sA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicKnightErrant.class	558	VGFsayB0byBvciByYWlkIE5pbGUgVmlyZW5zIG9uIE1hemFsb3Q=	66eI7J6Y66Gc7Yq47JeQ7IScIOuCmOydvCDruYTroIzsiqTsmYAg64yA7ZmU7ZWY6rGw64KYIOq4sOyKte2VmOq4sA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicKnightErrant.class	560	R28gdG8gdGhlIGFsbGVnZWQgbG9jYXRpb24gb2YgSmV0aHJvIEJvcm5hbmV3IG9uIE1hemFsb3Q=	66eI7J6Y66Gc7Yq47JeQ7IScIOygnO2KuOuhnCDrs7TrpbTrgpjribTsnZgg7LaU7KCVIOychOy5mOuhnCDsnbTrj5k=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicKnightErrant.class	562	UmV0dXJuIHRvIEdpbGVhZCB3aXRoIEJvcm5hbmV3	67O066W064KY64m07JmAIO2VqOq7mCDquLjroIjslYTrk5zroZwg64+M7JWE6rCA6riw
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicKnightErrant.class	564	UmV0dXJuIHRvIEdpbGVhZCB3aXRoIG5ld3Mgb2YgQm9ybmFuZXcncyAnZGVhdGgnLg==	67O066W064KY64m07J2YICfsgqzrp50nIOyGjOyLneydhCDqsIDsp4Dqs6Ag6ri466CI7JWE65Oc66GcIOuPjOyVhOqwgOyLreyLnOyYpC4=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicPilgrimsPath.class	139	a3VtYXJpIGthbmRhbQ==	7L+g66eI66asIOy5uOuLtA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicPilgrimsPath.class	184	VGhlIFBpbGdyaW0ncyBQYXRo	7Iic66GA7J6Q7J2YIOq4uA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicPilgrimsPath.class	278	Y2hlY2tTaHJpbmVzVmlzaXRlZCA9IA==	7Iug7IKs67Cp66y47ZmV7J24ID0=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicPilgrimsPath.class	408	VmlzaXQgdGhlIHNpeCBzaHJpbmVzIG9mIHRoZSBQaWxncmltJ3MgUGF0aC4gVGhlIHBpbGdyaW1hZ2UgaXMgdHJhZGl0aW9uYWxseSBjb21wbGV0ZWQgYnkgcmV0dXJuaW5nIHRvIEdpbGVhZCwgaW4gdGhlIENhbmFhbiBzeXN0ZW0u	7Iic66GA7J6Q7J2YIOq4uOydmCDsl6zshK8g7ISx7KCE7J2EIOuwqeusuO2VmOyLreyLnOyYpC4g7Iic66GA64qUIOyghO2GteyggeycvOuhnCDsubTrgpjslYgg7ISx6rOE7J2YIOq4uOugiOyVhOuTnOuhnCDrj4zslYTsmKTrqbTshJwg7JmE66OM65Cp64uI64ukLg==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicPilgrimsPath.class	414	UmV0dXJuIHRvIHRoZSBzaHJpbmUgb2YgR2lsZWFkIGluIHRoZSBDYW5hYW4gc3lzdGVtIHRvIGNvbXBsZXRlIHRoZSBQaWxncmltJ3MgUGF0aC4=	7Iic66GA7J6Q7J2YIOq4uOydhCDsmYTro4ztlZjquLAg7JyE7ZW0IOy5tOuCmOyViCDshLHqs4TsnZgg6ri466CI7JWE65OcIOyEseyghOycvOuhnCDrj4zslYTsmKTsi63si5zsmKQu
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicPilgrimsPath.class	426	VmlzaXQgdGhlIHNpeCBMdWRkaWMgc2hyaW5lcw==	66Oo65SVIOyEseyghCDsl6zshK8g6rCcIOuwqeusuA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicPilgrimsPath.class	431	Q29tcGxldGUgdGhlIHBpbGdyaW1hZ2Ugb24gR2lsZWFkLCBpbiB0aGUgQ2FuYWFuIHN5c3RlbQ==	7Lm064KY7JWIIOyEseqzhOydmCDquLjroIjslYTrk5zsl5DshJwg7Iic66GAIOyZhOujjA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicPilgrimsPath.class	435	UGlsZ3JpbSdzIFBhdGg=	7Iic66GA7J6Q7J2YIOq4uA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/missions/luddic/LuddicPilgrimsPath.class	479	IFNocmluZSBjb3VudCBmb3VuZCA9IA==	7Iug7IKsIOqwnOyImCDrsJzqsqwgPQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/plog/PLIntel.class	111	IC0gSGlzdG9yeQ==	LSDsl63sgqw=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/plog/PLIntel.class	183	RmxlZXQgbG9n	7ZWo64yAIOq4sOuhnQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/plog/PLStatColonies.class	74	Q29sb255IHNpemU=	7Iud66+87KeAIOq3nOuqqA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/plog/PLStatCredits.class	56	Q3JlZGl0cw==	7KCc7J6R7KeE
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/plog/PLStatFleet.class	90	RmxlZXQ=	7ZWo64yA
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/plog/PlaythroughLog.class	315	QWJkYW5kb25lZCBzaXplIA==	67KE66Ck7KeEIO2BrOq4sA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/plog/PlaythroughLog.class	331	RXN0YWJsaXNoZWQgY29sb255IG9uIA==	7Iud66+87KeAIOqwnOyEpA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/plog/PlaythroughLog.class	334	IFN1cnZleSBEYXRh	7KGw7IKsIOuNsOydtO2EsA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/population/CoreImmigrationPluginImpl.class	75	Q29tcHV0aW5nIGluY29taW5n	7IiY7IugIOqzhOyCsCDspJE=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/population/CoreImmigrationPluginImpl.class	238	Q29sb255IEdyb3d0aCAtIA==	7Iud66+87KeAIOyEseyepSAt
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/population/CoreImmigrationPluginImpl.class	259	ICAgIC0gU2l6ZSBpbmNyZWFzZWQgdG8gJXM=	ICAgIC0g6rec66qo6rCAICVz66GcIOymneqwgA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/population/CoreImmigrationPluginImpl.class	369	Tm8gaW5kdXN0cmllcw==	7IKw7JeFIOyXhuydjA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/population/CoreImmigrationPluginImpl.class	397	SGF6YXJkIHJhdGluZyAow5c=	7JyE7ZeYIOuTseq4iSAow5c=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/population/CoreImmigrationPluginImpl.class	403	IGJhc2VkIG9uIGNvbG9ueSBzaXplKQ==	7Iud66+87KeAIO2BrOq4sCDquLDrsJgp
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/population/CoreImmigrationPluginImpl.class	434	TGFyZ2VyIG5vbi1ob3N0aWxlIGNvbG9ueSBpbiBzYW1lIHN5c3RlbQ==	6rCZ7J2AIOyLnOyKpO2FnOydmCDrjZQg7YGwIOu5hOyggeuMgCDsi53rr7zsp4A=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/population/CoreImmigrationPluginImpl.class	495	SGF6YXJkIHBheQ==	7JyE7ZeYIOyImOuLuQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/AccretionDiskGenPlugin.class	187	QWNjcmV0aW9uIERpc2s=	6rCV7LCpIOybkO2MkA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/AsteroidBeltGenPlugin.class	128	ICBQaWNraW5nIGZyb20gY2F0ZWdvcnkg	7Lm07YWM6rOg66as7JeQ7IScIOyEoO2DnSDspJE=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/AsteroidBeltGenPlugin.class	143	LCBvcmJpdCBpbmRleCA=	LCDqtqTrj4Qg7J24642x7Iqk
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/AsteroidBeltGenPlugin.class	172	ICBOb3RoaW5nIHRvIHBpY2s=	7ISg7YOd7ZWgIOqyg+ydtCDsl4bsnYw=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/AsteroidFieldGenPlugin.class	154	ICBQaWNraW5nIGZyb20gY2F0ZWdvcnkg	7Lm07YWM6rOg66as7JeQ7IScIOyEoO2DnSDspJE=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/AsteroidFieldGenPlugin.class	169	LCBvcmJpdCBpbmRleCA=	LCDqtqTrj4Qg7J24642x7Iqk
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/AsteroidFieldGenPlugin.class	195	ICBOb3RoaW5nIHRvIHBpY2s=	7ISg7YOd7ZWgIOqyg+ydtCDsl4bsnYw=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/DropGroupRow.class	262	Q2FsbCByZXNvbHZlVG9TcGVjaWZpY0l0ZW0oKSBiZWZvcmUgY2FsbGluZyBnZXRCYXNlVW5pdFZhbHVlKCk=	Z2V0QmFzZVVuaXRWYWx1ZSgp66W8IO2YuOy2nO2VmOq4sCDsoITsl5AgcmVzb2x2ZVRvU3BlY2lmaWNJdGVtKCnsnYQg7Zi47Lac7ZWY7IS47JqU
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/DropGroupRow.class	413	Tm8gZHJvcCBkYXRhIGZvdW5kIGZvciBkcm9wIGdyb3VwIFs=	65Oc66GtIOq3uOujuSBb7JeQIOuMgO2VnCDrk5zroa0g642w7J207YSw66W8IOywvuydhCDsiJgg7JeG7Iq164uI64ukIFs=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/DropGroupRow.class	420	XSwgcHJvYmFibHkgYW4gZXJyb3IgaW4gZHJvcF9ncm91cHMuY3N2	XSwgZHJvcF9ncm91cHMuY3N27J2YIOyYpOulmOydvCDqsIDriqXshLEg7J6I7J2M
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	266	U2l6ZSBvZiA=	7YGs6riw
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	279	IGluY3JlYXNlZCBmcm9tIA==	7Kad6rCA7ZWo
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	323	RmluaXNoZWQgYnVpbGRpbmcgb3IgdXBncmFkaW5nIA==	6rG07ISkIOuYkOuKlCDsl4Xqt7jroIjsnbTrk5wg7JmE66OMIA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	358	UHVuaXRpdmUgZXhwZWRpdGlvbjog	7KeV67KMIOybkOyglTo=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	375	U2VsZWN0IHN0cmVuZ3Ro	6rCV64+EIOyEoO2DnQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	399	RGV2IG1vZGUgcG9pbnQgaW5jcmVhc2U=	6rCc67Cc7J6QIOuqqOuTnCDtj6zsnbjtirgg7Kad6rCA
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	430	UHJvZ3Jlc3Mgc2V0IHRvIA==	7KeE7ZaJIOyDge2ZqSDshKTsoJU6
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	529	UGxheWVyIGxvZzo=	7ZSM66CI7J207Ja0IOuhnOq3uDo=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	586	ClRhZ3MgZm9yIA==	7YOc6re4
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	593	ClN5c3RlbSB0eXBlOiA=	7Iuc7Iqk7YWcIOycoO2YlTo=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	738	RmlnaHQh	7KCE7YisIQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	743	U2VuZCBwaXJhdGUgcmFpZCB0byA=	7ZW07KCBIOyKteqyqSDrs7TrgrTquLA6
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	751	U2VuZCBhIHB1bml0aXZlIGV4cGVkaXRpb24=	7KeV67KMIOybkOygleuMgCDtjIzqsqw=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	756	U2VuZCBhbiBBSSBpbnNwZWN0aW9u	QUkg6rKA7IKsIO2MjOqyrA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	761	SHlwZXJzcGFjZSBUb3BvZ3JhcGh5ICs1MCBwb2ludHM=	7ZWY7J207Y287Iqk7Y6Y7J207IqkIOyngO2YlSArNTAg7Y+s7J247Yq4
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	771	UHJpbnQgcGxheWVyIGxvZw==	7ZSM66CI7J207Ja0IOuhnOq3uCDstpzroKU=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	776	QWRkIHBsYXllciBsb2cgaW50ZWw=	7ZSM66CI7J207Ja0IOuhnOq3uCDsnbjthZQg7LaU6rCA
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	781	SW5jcmVhc2Ugc2l6ZSBvZiA=	7YGs6riw66W8IOuKmOumrOq4sA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	786	RmluaXNoIGNvbnN0cnVjdGlvbiBvbiA=	6rG07ISk7J2EIOyZhOujjA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/EventTestPluginImpl.class	913	XSBpcyBub3Qgc29sZCB3aXRoIGhpZ2hlciBmcmVxdWVuY3k7IGtub3duIGJ5OiBb	XSDrjZQg64aS7J2AIOu5iOuPhOuhnCDtjJDrp6TrkJjsp4Ag7JWK7Iq164uI64ukOyDslYzroKTsp4Qg7IS466ClOiBb
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	640	R3JlYXQgRGlzbWFs	6rGw64yA7ZWcIO2Zqeufie2VqA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	692	Wmh1IFF1ZQ==	7KO8IOy/oOyXkA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	706	QmxhY2sgRW1wZXJvcg==	6rKA7J2AIO2ZqeygnA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	740	RXpla2lhbCdzIFdoZWVs	7JeQ7KCc7YKk7JeY7J2YIOuwlO2AtA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	742	QXJjIG9mICRwYXJlbnQ=	JHBhcmVudOydmCDtmLg=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	746	VG9ycSBvZiAkcGFyZW50	JHBhcmVudOydmCDthqDtgaw=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	748	Q3Jvd24gb2YgJHBhcmVudA==	JHBhcmVudOydmCDsmZXqtIA=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	750	UmluZyBTeXN0ZW0=	7ZmYIOyLnOyKpO2FnA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	752	QWNjcmV0aW9uIERpc2s=	6rCV7LCpIOybkO2MkA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	754	VGhlIE91cm9ib3Jvcw==	7Jqw66Gc67O066Gc7Iqk
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	758	SXJvbiBTdHJlYW0=	7LKgIO2dkOumhA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	760	U3RvbmUgUml2ZXI=	64+MIOqwlQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	762	VGhlIEdsaXR0ZXJpbmcgQmFuZA==	67CY7Ked7J2064qUIOudoA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	764	QXN0ZXJvaWQgQmVsdA==	7IaM7ZaJ7ISx64yA
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	766	U3RvbmUgQ29uY2xhdmU=	64+MIO2ajOydmA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	776	UmluZyBvZiBHeWdlcw==	6riw6rKM7Iqk7J2YIOuwmOyngA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	788	Um9jYW5ub24ncyBXb3JsZA==	66Gc7LqQ64W87J2YIOyEuOqzhA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	866	SmVyZW1pYWgncyBXb3JsZA==	7JiI66CI66+47JW87J2YIOyEuOqzhA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	912	T2NlYW51cyBOZWJ1bGE=	7Jik7LyA7JWE64iE7IqkIOyEseyatA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	962	VGhlIEtvcnliYW50ZXM=	7L2U66as67CY7YWM7Iqk
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	980	VGhlIEJhbnNoZWU=	67CY7Iuc
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	982	VGhlIFNpcmVucw==	7IS47J2066CM
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	988	VGhlIEt1cmV0ZXM=	7L+g66CI7YWM7Iqk
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1022	UmluZyBvZiBNb3JyZWQ=	66qo66W07J2YIOuwmOyngA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1046	VGhlIE5hZ2Fz	64KY6rCA
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1060	UGVhcmwgUml2ZXI=	7KeE7KO8IOqwlQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1106	VGhlIFNpbWFyZ2w=	7Iuc66eI66W06riA
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1108	QmFiYSBZYWdh	67CU67CUIOyVvOqwgA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1142	VW11IERhYnJ1dHU=	7Jqw66y0IOuLpOu4jOujqO2IrA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1170	Um90YSBGb3J0dW5hZQ==	7ZaJ7Jq07J2YIOuwlO2AtA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1172	U2llZ2UgUGVyaWxvdXM=	7JyE7ZeY7J2YIOyijOyEnQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1174	V29ybGQgTWlsbA==	7IS46rOE7J2YIOuwqeyVl+qwhA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1178	RHVyZXIncyBTdGFy	65Kk65+s7J2YIOuzhA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1188	SHVuZ3J5IEdob3N0	7JWE6reA
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1194	TmFpaGUgUWlhbw==	64K07ZWY6rWQ
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1200	QmluZyBEaXl1	67mZ7KeA7Jil
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1204	SGVpc2hlbmcgRGFkaQ==	6rKA7J2AIOuMgOyngA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1252	Um9iaW5zb24ncyBNb29u	66Gc67mI7Iqo7J2YIOuLrA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1284	QWwgTmFy	7JWMIOuCmOultA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1332	VGhlIE9yZG9n	7Jik66W064+E6re4
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1344	VGhlIENoZWNoaWRsYQ==	7LK07Lmg6528
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1352	VGhlIE5lY2hha28=	64Sk7LCo7L2U
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1358	R2hvc3QgRGFuY2U=	7Jyg66C57J2YIOy2pA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1360	TWFnIE1lbGw=	66ek6re4IOupnA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1368	U3Bpcml0IFdpbmQ=	7KCV66C57J2YIOuwlOuejA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1378	QmVyZWQgS2FpIE5ldg==	67Kg66CI65OcIOy5tOydtCDrhKTruIw=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1382	QWdyYXQgYmF0IE1haGxhdA==	7JWE6re465287Yq4IOuwlO2KuCDrp5Drno8=
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1394	VGhlIEdyaWdvcmk=	6re466as6rOg66as
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1396	VGhlIFNlbnRpbmVscw==	7IS87Yuw64Ss65Ok
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1400	T2xkIEdvYXQ=	64qZ7J2AIOyXvOyGjA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1414	Q2FtYnJpZWwgTmVidWxh	7LqE67iM66as7JeYIOyEseyatA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1416	QXJtYXJvcycgV29yaw==	7JWE66W066eI66Gc7Iqk7J2YIOyeke2SiA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1418	VGhlIE15cmlhZA==	66y07IiY7ZWcIOqygw==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1420	VGhlIExvc3QgTGVnaW9u	7J6D7Ja067KE66awIOq1sOuLqA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1422	QWwgS2F0aGFi	7JWMIOy5tO2DkQ==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1424	VGhlIEFybWFkYQ==	7JWE66W066eI64uk
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1428	VGhlIEdlbmdyaXM=	6rKQ6re466as7Iqk
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1430	TmV3IFN1cm9jaA==	7IugIOyImOuhnOy5mA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1438	VGhlIEVyaW55ZXM=	7JeQ66as64uI7JeQ7Iqk
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1450	U3RyYXkgRG9n	65ag64+M7J20IOqwnA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1480	QXJ0IG9mIHRoZSBKaW5ucw==	7KeE65Ok7J2YIOyYiOyIoA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1482	VGhlIFFhcmlu	6rmM66aw
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1490	VGhlIEltcA==	7J6E7ZSE
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1494	VGhlIFJhdmVu	6rmM66eI6reA
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1496	VGhlIE11cmRlcg==	7IK07J24
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1502	SW5kcmFuaSBTYWNoaQ==	7J2465Oc652864uIIOyCrOy5mA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1506	VGhlIFBvbnRpYW5haw==	7Y+w7Yuw7JWE64KZ
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1508	VGhlIFBvY29uZw==	7Y+s7L2p
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1510	TyBUb2thdGE=	7JikIO2GoOy5tO2DgA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1534	VGhlIE1hcmlk	66eI66as65Oc
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1536	SGFudHUgUmF5YQ==	7ZWc7YisIOudvOyVvA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1544	S3dlZSBLaWE=	7L+g7J20IO2CpOyVhA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1562	VGhlIEhlY2F0b21i	7Zek7Lm07Yaw
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1568	SnVtYmVlJ3MgRGFuY2U=	7KCQ67mE7J2YIOy2pA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1578	UnVuIG9mIHRoZSBIYWlldGxpaw==	7ZWY7J207JeQ7YuA66at7J2YIOuPhOyjvA==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1592	QmFiaSBOZ2VwZXQ=	67CU67mEIOydke2Oqw==
starfarer.api.jar	com/fs/starfarer/api/impl/campaign/procgen/MarkovNames.class	1614	VGhlIFBhY3RvbHVz	7Yyp7Yao65+s7Iqk
