id,trigger,conditions,script,text,options,notes
gaPZ_calHamatsu1b,DialogOptionSelected,$option == gaPZ_calHamatsu1b,,"""말도 마세요."" 이브라힘이 분을 삭이며 말합니다, ""그녀가 제 배를 어떤 비밀 인양 작전을 위해 전세 냈어요. 아마도요,"" 그녀가 불신을 담아 그 단어를 강조합니다, ""그러더니 잠재적으로 위험한 초공간 필드 상호작용을 일으킬 수 있는 매우 이례적인 개조를 요구하고 왔어요!""""뭐, 상당한 위험 수당이랑 급행료를 뜯어내긴 했는데""","gaPZ_calHamatsu2:""...그다지 조용하게 계시는 것 같지 않은데요.""",
gaPZ_calHamatsu2,DialogOptionSelected,$option == gaPZ_calHamatsu2,,"""그럼요,"" 그녀가 인상을 씁니다, ""왜냐하면 제일 좋아하는 우주선을 가지고 사라지는 건 심각한 계약 위반이거든요. 하고 싶은 말 다 할 겁니다. 어쩌면 그녀가 제 하마추를 트라이-태키온의 삽질 프로젝트에서 블랙홀에 처박아 놓고 더 효율적인 추진 필드를 우리 같이 그냥 살아가는 우주인들에게 다시 팔려 했는지도 몰라요.""이브라힘이 심호흡을 몇 번 합니다","gaPZ_calHamatsu3:""켈리스 아스트라이아가 어디로 갔는지 알아야 합니다.""",
gaPZ_calHamatsu3,DialogOptionSelected,$option == gaPZ_calHamatsu3,,"""이렇게 하죠; 저도 그녀를 찾고 싶어요. 단서라도 찾아주시면 사례하겠습니다. 직접 찾으러 가고 싶지만,"" 이브라힘이 손을 저으며 말합니다; 사업, 관료주의, 다른 약속들.""더 잘하면 하마추를 찾아서 저한테 돌려주세요,"" 그녀가 눈을 감으며 고통스러운 표정을 짓습니다, ""온전한 상태로요, 바라건대.""",gaPZ_calHamatsu4:계속,
gaPZ_calHamatsu4,DialogOptionSelected,$option == gaPZ_calHamatsu4,Highlight $gaPZ_relaySystem,"초공간 항법 오버레이가 나타납니다, ""하이브라실이 여기 있습니다. 하마추는 연료를 채우고 $gaPZ_relaySystem으로 향할 계획이었어요. 도착했는지는 모릅니다. 외곽 변방이라 초공간 통신 범위가 안 됩니다. 방향을 바꿨을 수도 있고요. 그 방사선에 중독된 트라이-태키온 엔지니어는 의도에 대해 철저히 함구했고""","gaPZ_calHamatsu5a:""찾아보겠습니다.""gaPZ_calHamatsu5b:""약속은 드리기 어렵습니다.""gaPZ_calHamatsu5c:""확약은 드리기 어렵습니다.""",
gaPZ_calHamatsu5a,DialogOptionSelected,$option == gaPZ_calHamatsu5a,FireBest GAPZCallisttoCont,"이브라힘이 인상을 쓰며 고개를 끄덕입니다. ""정말 감사합니다.""",,
gaPZ_calHamatsu5b,DialogOptionSelected,$option == gaPZ_calHamatsu5b,FireBest GAPZCallisttoCont,"이브라힘이 고개를 끄덕입니다. ""기대하지 않겠습니다. 다만 시도해주시기를 바랄 뿐입니다.""",,
gaPZ_calHamatsu5c,DialogOptionSelected,$option == gaPZ_calHamatsu5c,FireBest GAPZCallisttoCont,"이브라힘이 미간을 찌푸리며 당신을 바라봅니다. 한 30초는 된 것 같은 침묵 후, 그녀가 마침내 한숨을 쉬며 말합니다 ""그래도 한번 믿어보겠습니다, 함장님. 어차피 어느 세력 당국도 이 문제는 도와주지 않을 테니까요.""",,
gaPZ_mercWait,DialogOptionSelected,$option == gaPZ_mercWait,,"용병이 당신의 말에 잠시 멈추며, 당신이 이해를 못 한다는 것에 당혹감이 스치는 것이 보입니다. $HeOrShe가 나무랍니다, ""당연히 그 회사죠. 유일하게 중요한 그 회사.""트라이-태키온, 당연히.","gaPZ_mercPay:""멈춰요! 돈으로 해결합시다.""cutCommLink:통신 끊고 전투 준비",
gaPZ_mercPay,DialogOptionSelected,$option == gaPZ_mercPay,,"""크레딧을 주실 수 있겠죠 $playerName, 섹터의 모든 크레딧을,"" $heOrShe가 단조로운 목소리로 말합니다, ""하지만 이해를 못 하시는군요: 저는 무기입니다. 이미 구매되었고, 조준되었으며, 당신을 향해 발사되었습니다. 아무것도 그것을 바꿀 수 없습니다.""용병이 다시 통신 끊기 스위치에 손을 뻗습니다. ""안녕히 계십시오, 함장님.""",cutCommLink:통신 끊고 전투 준비,
gaPZ_investigateRelay,DialogOptionSelected,$option == gaPZ_investigateRelay,,함교 화면이 우주복을 입은 인원들이 작업 드론에서 내려 장비 케이스와 공급 라인을 늘어뜨리며 탐침으로 몰려드는 것에 초점을 맞춥니다. 작전 주임이 통신으로 투덜거리며 안전 프로토콜에 따라 엄격한 호출-응답 절차를 준수하도록 합니다.,,
gaPZ_investigateRelay1,DialogOptionSelected,$option == gaPZ_investigateRelay1,,"작전 주임이 인양 조사의 실시간 편집본을 안내해 줍니다: 초공간통신 코어는 한때 세심하게 배열된 밀도 높은 초전도 재료 루프로 이루어져 있지만, 이제는 작은 충격으로 굽히고 뚫려 있으며 섬세한 도관들은 방사선에 의해 타버렸습니다.정교한 붕괴 이후 공학 기술은 망가졌지만, 그 존재는",gaPZ_investigateRelay2:계속,
gaPZ_investigateRelay2B,DialogOptionSelected,$option == gaPZ_investigateRelay2,,"인양팀이 귀환한 후, 동반된 화물 드론에 회수된 데이터 코어가 가득 실려, 기술자들이 손상된 메모리에서 데이터를 추출하기 시작합니다.결과는 뒤죽박죽입니다. 대부분은요.기술자들이 암호화되지 않은 임시 메모리에 동결된 몇 가지 아카이브를 찾아냅니다: 기본 물자 물류 요청, 연료, 일반적인 건설 자재",gaPZ_investigateRelay3:계속,
gaPZ_baseRuins1,DialogOptionSelected,$option == gaPZ_baseRuins1,$global.gaPZ_foundBaseRuins = true,"""여기, 여기, 그리고 여기. 융합 스코치 흔적입니다. 대형 리프터, 대규모 작전이었다는 뜻입니다. 하지만 왜죠? 정착지도, 시설도, 채굴도 없는데. 단, —"" 그들이 리프터 스코치 흔적 옆의 광대한 암석 사면의 단계별 레이더 스캔 시각화를 불러옵니다, ""표면이 날카로운 파편이고, 균일한 분포 기울기입니다. 의도적인 철거 잔해를 시사합니다""",gaPZ_baseRuins2:은닉된 구조물 조사하기,
gaPZ_baseRuins2,DialogOptionSelected,$option == gaPZ_baseRuins2,,"은닉된 구조물 조사를 명령합니다. 정밀 스캔이 실행되고, 인양팀과 중장비가 작전 주임의 감독 하에 표면으로 수송됩니다.발굴 작업은 쉽습니다; 궤도에서의 정밀 스캔이 작업을 가장 유망한 지점으로 안내합니다. 인양팀이 임시 지지대로 굴착면을 보강하며 느슨한 물질을 파고들어",gaPZ_baseRuins3:계속,
gaPZ_baseRuins3,DialogOptionSelected,$option == gaPZ_baseRuins3,,"상당한 진전이 이루어진 후, 작전 주임이 상황 개요를 알려줍니다: 이곳을 덮어버린 사람들은 철저했습니다. 남은 것은 대부분 현지 재료로 만든 콘크리트 기초와 포장재, 전단된 앵커 포인트가 달린 금속 폼 슬래브 몇 장, 그리고 작은 균열과 틈새에 산재한 약간의 쓰레기입니다.",gaPZ_baseRuins4:계속,
gaPZ_return1c,DialogOptionSelected,$option == gaPZ_return1c,,"베어드가 계속합니다, ""이 안에 있는 이상한 장치가 제 관심을 끄는 것이지, 선체가 아닙니다— 그리고 물론, 이것이 만들어내는 것으로 보이는 '미립자들'도요. 우리는 철저한 스캔을 완료했으며 곧 실험적 변형을 만들 수 있을 겁니다.""""학술관 쿠뢰즈가 센서 데이터를 검토하고 있습니다, 그녀가 설명할 것입니다.""",gaPZ_return2:계속,
gaPZ_return2,DialogOptionSelected,$option == gaPZ_return2,ShowSecondPerson coureuse,"학장이 책상 콘솔을 두드리자, 통신 화면이 분할되어 쉴라 쿠뢰즈가 표시됩니다.""학장님, 네? ... 오! $playerName 함장님."" 쿠뢰즈가 당황한 듯 말합니다. ""물론이죠, 방금 도착하셨겠군요.""""여기 함장님과 이 발견의 과학적 가치에 대해 논의하고 있었어요,"" 베어드 학장이 말합니다. ""방금 이 이상한""",gaPZ_return3:계속,
gaPZ_return3,DialogOptionSelected,$option == gaPZ_return3,,"""오 네, 예비 분석으로는 정확히 무기 시스템이 아닌 것으로 보입니다— 제 말은,"" 쿠뢰즈가 데이터패드로 화면을 조작하며 시선을 내립니다. 이상한 장치가 두 단계로 확대되어 공유 화면을 가득 채웁니다.""무기화되었습니다. 하지만 이것이 무기라고 생각하지 않아요. 너무, 흠."" 그녀가 말을 고릅니다","gaPZ_return4:""저게 위상 코일인가요?""",
gaPZ_return4,DialogOptionSelected,$option == gaPZ_return4,,"쿠뢰즈가 감탄하는 표정입니다. ""네! 하지만 동시에 아니기도 합니다. 음, 처음부터 설명하면,"" 그녀가 눈을 비비며 말합니다. ""마치 트라이-태키온 팀이— 아직 정확히 무엇인지 모르지만— 어떤 돌파구를 발견했는데 누군가가 그것을 무기 시스템으로 만들라고 했던 것 같습니다.""""분석하면... 우리가 감지하고 있는 것의 함의— 저 말은 현재 보유한 장비로는""",gaPZ_return5:계속,
gaPZ_return5,DialogOptionSelected,$option == gaPZ_return5,AdjustRepPerson coureuse COOPERATIVE 5,"베어드가 손을 들어 쿠뢰즈에게서 쏟아지는 말을 멈춥니다. ""충분합니다. 이해했어요, 쉴라. 팀이 해야 할 일이 많고, 가고일에게 칼리코어가 트라이-태키온과 이 지구라트 프로젝트와 관련해 나눈 정보 교환을 추적해달라고 요청하겠습니다.""쿠뢰즈가 고개를 끄덕입니다. ""그, 저희 돌아가겠습니다."" 그녀가 화면을 닫습니다.",gaPZ_return6:계속,
gaPZ_gargPostUsing,DialogOptionSelected,$option == gaPZ_gargPostUsing,FireBest gaPZ_gargoylePostDistraction,"""좋아요, 좋아! 이제야 이해하시는 군요. 시간이 좀 지나면, 아마 저의 16분의 1 정도는 될 수 있을 거예요. 요점이... 아, 정말 짜증나게 만드시네요, 그게 뭐였죠..."" 가고일이 사이버잭 케이블을 두드리며 생각합니다. 그러다 멈춥니다. ""—맞아요.""",,
gaPZ_gargoylePostDistraction,gaPZ_gargoylePostDistraction,,,"""당신은 번쩍번쩍한 주의 분산 도구예요. 가장 번쩍이는!""""모든 군 정보 장교의 눈이 튀어나올 것 같겠죠, 당신의 뒤를 바라보며 침을 흘리면서. 그동안 진짜 쇼는 바로 여기서 진행될 수 있습니다. 물론, 갈라티아 아카데미 주변에 즉시 수사관들이 몰려들겠지만, B팀만 보내겠죠.""가고일의 팔이 만족스럽게 교차됩니다, ""멋지죠, 그렇죠?""","paPZ_gargPostNeat:""정말 멋지네요.""paPZ_gargPostNotNeat:""별로, 그렇지도 않네요.""",
gaPZ_tellBairdMods2,DialogOptionSelected,$option == gaPZ_tellBairdMods2,,"베어드가 말합니다, 주의가 분산되어 있습니다 ""이게... 함장님, 지구라트 프로토타입을 찾으려면 비표준 초공간 진입점을 탐색해야 할 것 같습니다. 하이브라실에서 $gaPZ_relaySystem까지 하마추의 경로를 역추적하세요.""새로 불러온 화면에 얼굴이 환해진 베어드가 말합니다 ""지금 가세요, 함장님,"" 그리고 통신을 끊습니다.",cutCommLinkNoText:계속,
gaPZ_tellBairdRuins1,DialogOptionSelected,$option == gaPZ_tellBairdRuins,,"인양팀의 보고서를 업로드하고 베어드에게 철거 후 은닉된 트라이-태키온 기지 부지를 발견했다고 말합니다.학장이 고개를 끄덕이며 데이터를 훑어봅니다. ""트라이-태키온의 작전 방식과 일치하는군요. 내 전임자 토마스 칼리코어가 사에 협력했는데—"" 그녀가 당신을 조심스럽게 바라봅니다, ""—최소한 한 번은요.""",gaPZ_tellBairdRuins2:계속,
gaPZ_tellCoureuseMods,DialogOptionSelected,$option == gaPZ_tellCoureuseMods,unset $global.gaPZ_tellCoureuseAboutMods,"쿠뢰즈가 당신의 이야기를 주의 깊게 듣습니다: 켈리스 아스트라이아 수색, 칼리스토 이브라힘과의 대화, 그리고 이상한 하마추 초공간 추진기 개조에 대해서요.""흥미롭네요,"" 업로드가 완료되자 쿠뢰즈가 말합니다.하마추 공학 다이어그램이 그녀의 얼굴에 반짝이며 사양을 스크롤합니다. ""이건 확인해주는 것 같은데요""","gaPZ_tellCoureuseMods2:""횡단 점프 장치군요, 맞죠?""",
gaPZ_tellCoureuseMods2,DialogOptionSelected,$option == gaPZ_tellCoureuseMods2,,"""네!"" 쿠뢰즈가 놀랍고 기쁜 표정으로 봅니다, ""하드웨어 적용에 이 원리를 어떻게 적용했는지 보니 흥미롭네요. 실험과 연구의 도구적 측면은 제 강점이 아니었어요,"" 쿠뢰즈가 인정합니다. ""저는 이론 쪽이었거든요. 이제 다시 돌아왔으니""","gaPZ_tellCoureuseMods3:""하마추 얘기로 돌아가면.""",
gaPZ_tellCoureuseMods3,DialogOptionSelected,$option == gaPZ_tellCoureuseMods3,,"""맞아요. 이 함선, 하마추요. 초공간 추진기를 개조하는 수고를 들였다는 건 특정 장소로 갔다는 뜻입니다,"" 쿠뢰즈가 당신을 열정적으로 바라봅니다, ""이것을 사용한 곳을 찾아낸다면, 어떤 초공간적으로 특별하고, 고유한 초기 중력장과 연관된 특수 점프 포인트— 어떤 의미에서요?"" 쿠뢰즈가",gaPZ_tellCoureuseMods4:계속,
gaPZ_tellCoureuseMods4,DialogOptionSelected,$option == gaPZ_tellCoureuseMods4,$global.gaPZ_bairdHurryUp = true,"그녀가 데이터패드를 내려놓고 먼 곳을 바라봅니다, ""이런 현상이 어떻게 자연적으로 발생할 수 있을까요? 주성 근처에서 형성된 행성이 초공간 접근 가능한 주성에서 멀리 중력 새총으로 날아간 건가요? 천문학 부서와 확인해봐야 하는지..."" 쿠뢰즈가 아직 통신 중이라는 것을 깨닫습니다, ""오, 함장님! 죄송합니다. 생각엔 우리가""",cutCommLinkNoText:계속,
gaPZ_bairdHurryUp2,DialogOptionSelected,$option == gaPZ_bairdHurryUp2,,"그녀가 앞으로 몸을 기울이며 눈이 그림자 속으로 들어갑니다, ""그리고 섹터의 강력한 여러 세력에게 인상을 주었습니다. 당신의 뒤를 이어 스파이, 정보원, 기회주의자들의 소규모 군대가 따라다닙니다. 그들이 당신을 따라잡을 것입니다.""베어드 학장이 다시 뒤로 기대며 안경을 쓰고 말합니다, ""거대한 계획이 맞물려 가고 있습니다, 함장님. 우리는 섹터를 바꿀 것입니다""",cutCommLink:통신 링크 끊기,
gaPZHegemonyEncounterStandard,GAPZHegInitial,,,"""당신은 성간 통행 협약 81주기 조항에 의거하여 —"" 헤게모니 $personRank의 눈이 내려가며 무언가를 읽습니다, ""— $zigguratShipName에 대한 표준 안전 검사를 받도록 명령받으셨습니다.""$PersonRank $personLastName이 다시 당신을 직접 바라보며 표정 없이 말합니다 ""우리가 알 수 없는 시스템이 탑재된 함선이 상업 우주 교통에 섞이도록 허용할 시 발생할 사고를 방지하고자 합니다""",gaPZ_heg1:선택지 고려하기,
gaPZHegemonyEncounterNoZig,GAPZHegInitial,!$entity.hasZiggurat,FireBest GAPZHegInitialCont,"""안녕하세요, 함장님,"" 헤게모니 $personRank가 간결하게 말합니다. ""장거리 센서가 최근 당신의 함대에서 매우 비표준적인 선체 등급을 감지했습니다.""",,
gaPZHegemonyEncounterOnlyZig,GAPZHegInitial,$entity.hasOnlyZiggurat,FireBest GAPZHegInitialCont,"""안녕하세요, 함장님,"" 헤게모니 $personRank가 간결하게 말합니다. ""센서가 비표준 선체 등급의 함선을 감지했습니다.""",,
gaPZ_heg1,DialogOptionSelected,$option == gaPZ_heg1,,"핑계를 대며 몇 분 동안 헤게모니 $personRank의 시간을 끌면서 함교 승무원과 상의합니다.""이건... 정확히 표준적이진 않지만, 기술적으로 관세 위반 영장 없이도 검사를 요구할 수 있습니다,"" 센서 담당관이 설명합니다. ""이 조항이 사용되는 것을 들어본 적은 있는데, 주로 패스 정보를 운반하는 것으로 의심되는 운송선에 대해서요""",gaPZ_heg2:계속,
gaPZ_heg2,DialogOptionSelected,$option == gaPZ_heg2,FireAll GAPZHegHub,"""그 주장이 민사 법원에서는 통하지 않을 것 같습니다. 음, 민사 법원이라면요. 하지만 거부하시면 다른 방식으로 갚을 겁니다. 아마도요.""즉, 헤게모니가 지구라트급 선체의 주요 시스템을 점검하려 합니다. 내부 보안팀을 통해 미립자 시스템 관련 부분에 접근하지 못하도록 할 수 있을 것입니다.",,
gaPZ_hegHub1,DialogOptionSelected,$option == gaPZ_hegHub1,,"대기 상태를 풀고 헤게모니 $personRank에게 당신이 헤게모니의 위임을 받아 싸우고 있다고 설명합니다. 같은 대의를 위해 싸우고, 같은 충성을 갖고 있습니다. 헤게모니가 기술에 접근하고 싶다면, 정식으로 요청하게 하세요.관료들이 오래된 조항 뒤에 의도를 숨기지 않고, 장교로서 당당하게 얼굴을 맞대고 이야기하게 하십시오",gaPZ_hegHub1a:계속,
gaPZ_hegHub1a,DialogOptionSelected,$option == gaPZ_hegHub1a,,"""동의합니다, 함장님. 전적으로요,"" $heOrShe가 말합니다, ""이런 음흉한 술책은 우리의 오랜 봉사 전통에 어울리지 않습니다. 그럼에도, 함장님, 저는 기술적으로 이행해야 하는 명령이 있습니다. 검사팀을 탑승시키고 즉시 소환하겠습니다. 장비도 가져오지 않을 것입니다.""""제가 처리할 수 있도록 필요한 것만 주세요""",gaPZ_hegHub1b:수락 - 형식적 검사 진행,
gaPZ_hegHub1c,DialogOptionSelected,$option == gaPZ_hegHub1c,FireAll GAPZHegHub,"헤게모니 $personRank가 한숨을 쉬며 마치 엄청난 두통이 생긴 것처럼 이마를 문지릅니다. ""당신과 협력하려는 겁니다, 함장님. 하지만 당신을 위해 제 경력을 위험에 빠뜨릴 수는 없습니다.""",,
gaPZ_hegHub2,DialogOptionSelected,$option == gaPZ_hegHub2,,"헤게모니 $personRank가 퉁명스럽게 지연된 대답을 수락하고, 검사는 헤게모니 관료주의가 당신이 실수를 저지르기만을 기다리며 시간을 끌고 싶어한다는 것을 알게 하는 과정 특유의 지루함과 함께 진행됩니다.당신은 실수를 저지르지 않습니다. 내부 보안팀이",gaPZ_hegHub2a:검사가 진행되는 동안 기다리기,
gaPZ_hegHubVanish,DialogOptionSelected,$option == gaPZ_hegHubVanish,,"$zigguratShipName에게 위상 공간으로 전환하라고 명령합니다, 미립자 유도 장치가 영향을 미치는 어떤 이상한 원리를 통해 초과 피동 플럭스를 초차원으로 배출합니다. 그런 기동은 생명유지 장치를 포함한 대부분의 시스템을 최소한의 수준으로만 운용해야 하므로 전투 외에서만 가능합니다.",gaPZ_hegHubVanish1:어느 함선을 검사하려 했는지 다시 물어보기,
gaPZ_hegHubVanish1,DialogOptionSelected,$option == gaPZ_hegHubVanish1,,"헤게모니 $personRank의 얼굴에 짜증과 당혹감이 교차합니다.""이건 장난이 아닙니다, $playerName 함장님. 검사를 진행할 수 있도록 그 함선을 위상 공간에서 꺼내라고 명령합니다. 즉시!""$HeOrShe가 더 낮은 목소리로 말합니다.",gaPZ_hegHubVanish2:Wait it out,
gaPZ_hegHubVanish2,DialogOptionSelected,$option == gaPZ_hegHubVanish2,,"헤게모니 $personRank는 맞기도 하고 틀리기도 합니다. 지구라트급은 이렇게 영원히 위상 공간에 있을 수는 없습니다. 하지만 꽤 오래 버틸 수 있고, 대부분의 위상 선체보다 훨씬 더 오래. 그리고 당신은 헤게모니 $personRank가 그 역량의 범위를 전혀 모른다는 것을 알고 있습니다.거의 한 시간이 지나자, 헤게모니","gaPZ_hegHubVanish3:""이제 끝난 건가요?""",
gaPZTriTachEncounterStandard,GAPZTTInitial,,FireAll GAPZTTHub,"""좋은 교대 시간이길, 함장님,"" 트라이-태키온 $rank가 간결하게 말합니다. ""당신은 트라이-태키온 사의 자산을 보유하고 있으며 즉시 반환해주시기 바랍니다. 지구라트급 TTS 제노르피카를 지금 당장 내놓으세요.""$HeOrShe가 당신의 대답을 기다리며 눈을 깜빡이지 않고 당신을 바라봅니다.",,
gaPZTriTachEncounterNoZig,GAPZTTInitial,!$entity.hasZiggurat,FireBest GAPZTTInitialCont,"""좋은 교대 시간이길, 함장님,"" 트라이-태키온 $rank가 간결하게 말합니다. ""장거리 센서가 최근 당신의 함대에서 지구라트급 TTS 제노르피카를 감지했습니다; 이는 트라이-태키온 사의 자산입니다.""$HisOrHer 눈이 화면을 내려다보며 읽습니다 ""이 성명으로 트라이-태키온 사는""",,
gaPZTriTachEncounterOnlyZig,GAPZTTInitial,$entity.hasOnlyZiggurat,FireBest GAPZTTInitialCont,"""좋은 교대 시간이길, 함장님,"" 트라이-태키온 $rank가 간결하게 말합니다. ""당신은 트라이-태키온 사에 속하는 자산을 보유하고 있습니다.""$HisOrHer 눈이 화면을 내려다보며 읽습니다 ""이 성명으로 트라이-태키온 사는 자산 회수를 위해 적절하고 필요한 모든 수단을 합법적인 것으로 간주함을 알립니다""",,
gaPZ_ttHubThreat,DialogOptionSelected,$option == gaPZ_ttHubThreat,,"트라이-태키온 $rank가 냉정하게 굳어지며, 불편하게 침을 삼킵니다.""저는, 음. 트라이-태키온 사는 194주기 크롬 크루아흐 조약이 다루는 어떠한 사안에 대해서도 책임이나 유죄를 인정하지 않습니다,"" $heOrShe가 자동적으로 말합니다. ""이 대화는 어떤 것도 확인하거나 부인하지 않습니다""",gaPZ_ttHubThreat1:지구라트 선체에 대한 헤게모니 접근을 허용하겠다고 협박하기,
gaPZ_ttHubPay,DialogOptionSelected,$option == gaPZ_ttHubPay,Highlight $entity.ttZigBuyPrice,"트라이-태키온 $rank가 미소 짓습니다, ""이제 사업 얘기를 하는군요, 함장님."" $HeOrShe가 트라이패드를 빠르게 확인하더니 말합니다 ""TTS 제노모르피카 회수 지원에 대한 '자문료'로 $entity.ttZigBuyPrice 크레딧을 제시하겠습니다.""",gaPZ_ttHubPayAccept:수락,
gaPZLCEncounterNoZig,GAPZLCMiddlePart,!$entity.hasZiggurat,FireBest GAPZLCEndPart,"""우리 교단의 장거리 신호 감청 수도회가 최근 당신의 지휘 하에 음, 특이한 출처의 함선이 운용되고 있음을 감지했습니다. 주교-제독이 이 사안을 묵상하시고, 이... 형태의 출현이 중대한 영적 불안의 문제라는 결론을 내리셨습니다. '메뚜기들이 적의 신전에서 부화하리라'""",,
gaPZLCEncounterHasZig,GAPZLCMiddlePart,$entity.hasZiggurat,FireBest GAPZLCEndPart,"""우리 교단의 신호 감청 수도회가 당신의 지휘 하에 음, 특이한 출처의 함선이 운용되고 있음을 감지했습니다. 주교-제독이 이 사안을 묵상하시고, 이... 형태의 출현이 중대한 영적 불안의 문제라는 결론을 내리셨습니다. '메뚜기들이 적의 신전에서 부화하리라'""",,
gaPZ_lcWhy,DialogOptionSelected,$option == gaPZ_lcWhy,,"""그것입니다,"" 러딕 $rank가 의심스러운 눈으로 당신을 내려다봅니다. ""이 기계로 인해 당신이 이렇게 고민이 없다는 것이 저를— 그리고 우리 교단을— 걱정스럽게 합니다. 그 얼굴을 바라볼 때, 저는 솔직히 마몬과 몰로크라는 두 악의 산물, 트라이-태키온 사의 속이 빈 자식만이 보일 뿐입니다""",cutCommLink:통신 링크 끊기,
gaPZ_lcSerious,DialogOptionSelected,$option == gaPZ_lcSerious,,"""좋습니다,"" 러딕 $rank가 고개를 끄덕입니다. ""기계에 완전히 잠식되지 않은 영혼인 것 같아 안심이 됩니다. 비록 저 것에서 아무 좋은 일도 나오지 않을 것이라 두렵지만요.""""당신을 위해 기도하겠습니다, 함장님. 당신의 길에서 평안히 가시고, 악에 빠지지 마시고, 그리고...""",cutCommLink:통신 링크 끊기,
gaPZ_lcReceived,DialogOptionSelected,$option == gaPZ_lcReceived,,"""당신을 위해 기도하겠습니다, 함장님,"" 기사가 $hisOrHer 목소리에 약간의 걱정을 담아 말합니다. ""당신의 길에서 평안히 가시고, 악에 빠지지 마시고, 그리고...""",cutCommLink:통신 링크 끊기,
gaPZ_siya1,DialogOptionSelected,$option == gaPZ_siya1,$gaPZ_siya1 = true 0,시야봉이 완벽하게 순진한 척 어깨를 으쓱합니다.,"gaPZ_siyaWhatGame:""이번에는 무슨 게임을 하고 계신 건가요?""gaPZ_siya3:""그냥 함대를 운용하고 있습니다. 페르시안 연맹에서 불법은 아닌 것들이죠.""gaPZ_siya5:""만나서 반갑습니다, 중위. 그럼 이만.""",
gaPZ_siyaWhatGame,DialogOptionSelected,$option == gaPZ_siyaWhatGame,,"""게임이 아닙니다. 저는 당신과 우호적인 대화를 나누고 있습니다, 함대 정보부의 특별 관심 사안과 관련해서요. 홀로비드를 믿지 마세요, 함장님— 우호적인 대화가 정보 장교의 무기 중 가장 강력한 경우가 많습니다.""""함대 정보부 시각에는 대형급의 위상""","gaPZ_siyaBusiness:""사업 얘기는 하고 싶지 않습니다.""gaPZ_siya4:""트라이-태키온 비밀 기지 궤도에서 발견했습니다.""gaPZ_siya5:""만나서 반갑습니다, 중위. 그럼 이만.""",
gaPZ_siya3,DialogOptionSelected,$option == gaPZ_siya3,,"시야봉이 가능한 한 순진하게 미소 짓습니다. ""함대 정보부 시각에는 이론상 불가능한 대형급 위상 가능 함선처럼 보입니다. 하지만,"" 그가 손바닥을 펼쳐 당신의 $shipOrFleet을 가리킵니다. ""그리고 그게 제일 덜 흥미로운 특성이라고 하더군요, 제 정보원들의 말이 맞다면요.""","gaPZ_siyaBusiness:""사업 얘기는 하고 싶지 않습니다.""gaPZ_siya4:""트라이-태키온 비밀 기지 궤도에서 발견했습니다.""gaPZ_siya5:""만나서 반갑습니다, 중위. 그럼 이만.""",
gaPZ_siyaBusiness,DialogOptionSelected,$option == gaPZ_siyaBusiness,,"""물론이죠, 함장님."" 시야봉의 미소에 약간의 긴장이 서립니다. ""함대 정보부와 협력하고 싶지 않으시다면, 그건 당신의 개인적 선택이며 저희로서는 법적 이의가 없습니다.""","gaPZ_siyaThreat:""협박인가요?""gaPZ_siya5:""좋은 대화였습니다, 중위. 그럼 이만.""",
gaPZ_siya4,DialogOptionSelected,$option == gaPZ_siya4,$gaPZ_siya4 = true 0,"시야봉이 진지해지며 앞으로 몸을 기울입니다, 그의 시선이 이제 당신에게 표적 레이저처럼 고정됩니다. 그가 가볍게 어조를 유지하며 말합니다, ""흥미롭군요. 그럼 트라이-태키온 사는 이에 대해 어떻게 생각했나요?""","gaPZ_siyaSite:알파 사이트에 대해 설명하기gaPZ_siya5:""좋은 대화였습니다, 중위. 그럼 이만.""",
gaPZ_siyaSite,DialogOptionSelected,$option == gaPZ_siyaSite,,"시야봉이 초기 중력장 점프 포인트 너머에 숨겨진 비밀 트라이-태키온 기지, 그리고 모두가 사망하고 궤도에 이상한 함선이 있었다는 당신의 발견을 듣고 적절히 감탄합니다.""이 훌륭한 함선, 지구라트급이죠? 훌륭합니다. 당신""","gaPZ_siyaMote:""'미립자'라는 단어는 당신에게 쓴 적이 없는 것 같은데요.""gaPZ_siyaExplain:미립자에 대해 아는 것 설명하기gaPZ_siya5:""좋은 대화였습니다, 중위. 그럼 이만.""",
gaPZ_siyaMote,DialogOptionSelected,$option == gaPZ_siyaMote,,"""오, 재미있네요,"" 시야봉이 작게 웃습니다. ""그냥 그 현상을 표현하기에 딱 맞는 단어처럼 느껴졌습니다. 그런 사소한 우연이란 것이 있죠.""""하지만 함장님,"" 그가 미안하다는 듯 말합니다, ""제가 당신의 이야기를 중단시켰군요. 사과드립니다. 미립자에 대해 말씀하시던 중이셨죠?""","gaPZ_siyaSpying:""저를 감시하고 있었나요?""gaPZ_siyaExplain:미립자에 대해 설명하기gaPZ_siya5:""좋은 대화였습니다, 중위. 그럼 이만.""",
gaPZDiktatEncounterStandard,GAPZDiktatInitial,,FireAll GAPZDiktatHub,"메인 화면을 켜자, 딕타트 장교가 이미 명령을 내지르고 있습니다. ""신드리아 딕타트 공간에 불법 함선 등급을 운용하며 진입했습니다. 엔진을 끄세요!""""딕타트 최고 집행관 필립 안드라다의 이름으로 부여된 권한에 의거하여""",,
