id,type,text1,text2,text3,text4,text5,notes
station_tse_enterprise,CUSTOM,이 기지는 용병 모집의 거점이자 불순한 세력과의 상업 창구다. 수십 사이클 전 트라이-타키온 기동대가 그럴듯한 증서와 결정적으로 설득력 있는 전쟁 함대를 앞세워 기지를 접수했다. 이후 TT 인증 무역항과 선박 도크가 조직되었다.,,"주로 은퇴한 해적, 추방된 급진파, 부유한 난민들이 거주하는 이곳에서는 화물 컨테이너의 ID를 삭제하고 태그를 다시 지정하여 코어 월드의 합법적인 경제로 안전하게 재순환할 수 있다는 것이 널리 알려져 있습니다. 칵테일 바 ""레벨 25""는 현지에서 가장 맛있는 음료를 제공한다고 합니다.",,,
station_kantas_den,CUSTOM,이 소행성 거주지는 게이트 붕괴 직후 막시오스 헌장 정치 체제가 무너지는 틈에 무모하게 야심 찬 도메인 병참 장교 칸타 대령에게 점령당했다. 그녀는 이후 도메인 후계 국가인 헤게모니와 손을 잡았다가 이를 배신하고 군벌 온라이와 거래를 성사시켰다.,,"교통 통제는 정박 중인 함선에서 뇌물을 빼내려고 하지 않을 때 해적 침입자들과 거친 농담을 교환하는 데 시간을 보내는 것 같습니다. 파괴된 우주선 선체의 예술적인 배열이 정거장을 장식하고 있으며, 면밀히 조사해 보면 소행성 채굴자의 피톤을 사용하여 부착된 진공 건조된 잔해가 드러납니다. 메시지는 분명합니다.",,,
orbital_station_default,CUSTOM,"조선소, 거주지, 공장, 또는 대규모 무기·물자 비축을 수용할 수 있는 거대한 우주 기지. 이러한 플랫폼은 인류가 알려진 우주 전역에 군사·산업 역량을 투사하게 해 준다.",,,,,
shepherd,SHIP,"코 컴바인 r450 '셰퍼드'는 비할 데 없는 신뢰성, 낮은 비용, 승무원 편의를 위한 내부 공간으로 민간 드론 텐더의 기준을 세웁니다. 다양한 생존주의자 및 해적 그룹들이 전투를 위해 선체를 강화하고 공장 사양 시스템을 과충전하는 'HK' 모드라는 폭발적인 인기의 전투 개조 패키지를 조립했습니다. 개조되더라도 셰퍼드는 취약하여 민간 생활에서처럼 드론에 의존합니다.",,,,,
luddic_church,FACTION,"도메인의 붕괴 당시 '루드'라는 인물의 순교에서 영감을 받아 탄생한 갈락틱 구원 교회는, 아브라함계 문서와 외경을 핵심으로 삼고 도메인 시대에 인식된 부패, 타락, 쾌락주의, 트랜스휴먼적 기괴함에 대한 반발이 더해진 절충적 교리를 갖춘 위계적 교회입니다. 교회는 더 단순한 삶, 농경적 생활, 기술적 '올바름'에 대한 비전을 제시합니다. AI, 인체 변형, 사치 및 특정 고기술 하드웨어는 모두 금기의 대상입니다. 교회가 지배하는 세계의 생활은 엄격한 통제를 받으며, 상당한 도덕 경찰력이 운용됩니다. 하지만 교회는 단순히 도덕적 힘만이 아닌, 정치·경제적 실체이기도 합니다.",,,,,
knights_of_ludd,FACTION,수천 년 전의 수도원 전사 사회를 모델로 한 갈락틱 구원 교회의 군사 조직입니다. 교회가 지배하는 지역에서는 기술적 올바름을 집행하고 미덕을 장려하며 악덕을 징벌하는 권한을 부여받고 있습니다. 교회 지배 외 지역에서도 능력이 허락하는 한 같은 임무를 은밀히 수행합니다.,,,,,
luddic_path,FACTION,"루딕 패스는 루드의 메시지에 대한 더 진실한 해석을 주장하는 급진적이고 분산된 묵시론적 루딕 분파들의 느슨한 연합체입니다. 이들은 교회가 세속적 자아와 안락함을 진정한 루딕 패스보다 앞세우는 부패하고 타협한 존재라고 봅니다. 아마겟돈의 전쟁은 지금이며, 전선은 이미 그어졌습니다! 강력하고 정의로운 행동을 통해서만 선이 악을 이길 수 있습니다. 루딕 패스는 테러리스트 단체로 가장 잘 묘사되며, 구역 전반에 걸쳐 기술적 인프라에 대한 공격을 감행합니다.",,,,,
pirates,FACTION,"엄밀히 말해 통일된 세력이 아니라, 구역의 기존 권력과 적대적인 공통점을 공유하는 무법자, 약탈자, 탈영병, 약탈자, 용병, 자유 선장들의 느슨한 집합체입니다. 많은 해적들은 주류 구역 사회에서 도망쳐온 이들로, 주로 핵심 세계에서 억압받던 밀항자들입니다. 대부분의 해적 선장들은 자신들이 무법자라거나 공권력의 적이라고 생각하지 않을 것입니다. 해적들은 많은 다양한 이유로 일하며, 그들 중에는 선량한 사람도 있고 그렇지 않은 사람도 있습니다. 공통점은 어떤 가격으로라도 생존하고자 하는 것입니다.",,,,,
sindrian_diktat,FACTION,"신드리아 독재체제는 헤게모니 해군 출신 필립 안드라다 제독이 이끈 비교적 최근의 헤게모니 군사 개입으로 아스코니아 성계에 설립된 정치체입니다. 안드라다의 헤게모니 심리 프로필은 그를 ""지적이고 카리스마 있지만 자기도취적 과잉에 취약한"" 인물로 묘사합니다. 그의 말에 따르면 독재체제는 ""아스코니아 위기의 도가니에서 탄생했으며, 그와 함께 새로운 민족인 강하고 번영하는 신드리아 인민이 탄생했다""고 합니다. 독재체제는 군사적 특성이 강하며, 안드라다와 그의 소수 측근들이 상당한 권력을 장악하고 있습니다.",,,,,
asharu_platform,CUSTOM,아샤루 지구화 프로젝트를 위한 버려진 궤도 집결 지역. 비어버린 연료 탱크의 벌집 사이에 폐화물선 부분들을 용접해 이어붙인 통로에는 한때 엔지니어와 식민지 개척자들로 북적였다. 격납고는 몇 개의 쓰러진 훼손된 선체만을 남긴 채 텅 비었다. 수동 에너지 수집기가 아직 가동 중이다.,,,,,
pirate_base_generic,CUSTOM,"'모험가', 자유무역상, 용병 및 기타 인간 쓰레기들이 모이는 해적 기지. 주로 주요 세력의 영향권 사이 어둠 속에 숨어 있는 소규모 전초기지다. 법은 없지만, 허풍과 눈치 보기의 불문율이 긴장된 평화를 유지한다.",,,,,
planet_barad_a,CUSTOM,이 세계의 두껍고 얼어붙은 지각은 표면 곳곳에 산재한 빙하 화산에 의해 공급된다. 이 얼어붙은 황무지는 오래전 성계 내 다른 지구화 프로젝트를 위해 이 세계의 휘발성 원소를 대규모로 추출하던 시절의 질량 가속기 발사대로 가득하다. 일부 구식 장비는 아직 기능한다.,,"대규모 휘발성 물질 추출에 대한 증거가 남아 있지만, 가르니르 표면은 현재 대부분 버려져 있지만 소규모 광산 회사들이 주로 가족 문제로 사용하고 있습니다. 규모의 효율성은 상실되지만 안전 규제나 관세 없이도 정직하지는 않더라도 괜찮은 생활을 할 수 있다는 생각입니다. 불행히도 이는 매우 드문 결과입니다.",,,
pirate_base_barad,CUSTOM,"원래 에리다니-유토피아가 대규모 지구화 프로젝트를 위한 휘발성 물질 추출을 조율하기 위해 건설했지만, 직원과 기업 임원들이 더 문명화된 정치 체제로 탈출하면서 붕괴 이후 버려졌다. 이후 불리한 세력 간 균형에서 벗어나려는 '모험가', 자유무역상, 용병들이 이 기지를 장악했다.",,"여기에는 법이 없지만, 허세와 자세의 기록되지 않은 코드가 긴장된 평화, 더 정확하게는 휴전을 유지하여 거래가 이루어지고, 정보가 거래되고, 전리품이 팔릴 수 있습니다. Barad의 위성에서 일하는 독립 광부들이 이곳에 모여서 자신의 물건을 팔고, 이야기를 교환하고, 다른 방법으로 휴식을 취합니다.",,,
station_achaman_enterprise,CUSTOM,아차만 기지의 가치는 바깥 섹터에서 온 상인들이 과야오타의 디스크 주민들과 교류하는 비교적 안전한 기항지라는 데 있다. 그렇지 않다면 상인들은 이 디스크의 해적과 험난한 항법을 거의 감수하지 않을 것이다. 기지의 '관리자'인 트라이-타키온 코퍼레이션은 겉으로는 중립적 태도를 유지하고 있다.,,"번쩍이는 교통수단은 Tri-Tach 경영진을 이곳으로 데려와 지역 주민들로부터 금속과 가공되지 않은 화학 물질을 훔치고, 그 결과 일반적인 레크리에이션 및 성능 향상 '약' 세트를 받습니다. 여기서는 Tri-Tachyon 품질 보증이 법으로 규정되어 있습니다. Tri-Tachyon Corporation에서 제공하는 장치, 상품, 도구 및 생활 지원에 대한 신속한 구독 결제를 보장하는 한 'Top Treatment, The Tri'를 받으실 수 있습니다. -타키온 웨이!'.",,,
planet_tibicena,CUSTOM,"행성 규모의 노천 광산인 티비세나의 고문당한 지각에는 거대한 채굴 장비들이 널려 있어, 현지 섹터 공급망의 한계에 맞게 페르세아 산업이 어떻게 적응했는지를 보여 주는 사실상의 야외 진공 박물관을 이룬다.",,"티비세나의 표면에는 귀중한 광석을 채굴하는 거대한 채굴 기계를 따라가는 이동식 작업 캠프만이 거주하고 있습니다. 광부들은 암울한 환경에서 일하면서 임금을 절약하여 궤도에 오르고 Achaman Enterprise Station의 빛나는 즐거움을 즐깁니다. 효율적이고 철저하게 신용을 고갈시키고 실제로 평균적으로 막대한 빚을 진 그들은 곧 티비세나의 ""구덩이""로 돌아갈 길을 찾을 것입니다.",,,
hegemony,FACTION,"헤게모니는 도메인 게이트 네트워크의 붕괴로 외진 성계에 갇힌 길 잃은 군단이 세운 도메인의 무장 후계 국가입니다. 도메인식 계엄령을 무기한 연장하는 창의적인 프로토콜 해석을 바탕으로 건설된 헤게모니의 창설자들은, 도메인을 복원하고 따라서 구역에 안정, 평화, 번영을 가져다주는 것이 무엇보다 중요한 대의라고 믿었습니다. 헤게모니는 구역에서 가장 오래되고 강력한 세력이며, 오늘날도 과거처럼 비밀스러운 의도와 도메인 우월주의를 품고 있습니다. AI 사용에 대한 강경한 입장으로 유명하며, 의심스러운 기술을 사용하는 세력과 정기적으로 분쟁을 일으킵니다.",,,,,
tritachyon,FACTION,"붕괴 후 퍼시언 구역에서 가장 강력한 대기업인 트라이-타키온 코퍼레이션은 최첨단 AI 개발(자율 알파+ 수준 AI에 대한 도메인 금지를 수차례 위반한 것으로 알려진)과 초공간 드라이브, 발전기, 에너지 변환기, 역장, 무기류를 포함한 고출력 이국적 장치를 전문으로 했습니다. 붕괴 이후 트라이-타키온은 군사적으로나 상업적으로 중요한 독점적 기술을 통해 지속적인 영향력을 유지하고 있습니다. 트라이-타키온은 가장 발전된 함선, 무기, 기타 기술을 생산하지만 비용이 많이 듭니다. 그들의 제품은 구역 전반에서 찾아볼 수 있습니다.",,,,,
persean,FACTION,"헤게모니의 구역 지배에 대항하기 위해 결성된 동맹입니다. 리그 회원들이 모든 국내외 문제에 동의하는 것은 아니며, 심지어 서로 무력 충돌이 발생하기도 합니다. 하지만 리그는 헤게모니에 관해서는 단결하며, 헤게모니가 죽은 정치 실체인 도메인의 이름으로 불법적인 계엄령을 집행하고 있다고 봅니다. 리그의 법률에 따르면 회원 세력들은 공동 방어 의무를 가집니다.",,,,,
independent,FACTION,"엄밀한 의미의 통일된 세력이 아닌 인디펜던트는, 어떤 공통된 특성보다는 주요 세력과의 비연합으로 더 잘 묶이는 정치체와 자유 행위자들의 느슨한 범주입니다. 독립 세계와 그곳을 고향으로 삼는 우주인들은 종종 평판 데이터를 공유하고, 서로 관대하게 거래하며, 상호 이익을 위해 단기 보안 및 군사 행동을 기꺼이 협력합니다.",,,,,
planet_chicomoztoc,CUSTOM,"페르세아 섹터에서 가장 먼저 식민지화 대상으로 지정된 행성들 중 하나로, 치코모스토크는 거대 나노 공장의 핵심 거점으로 설계되었다. 발견 당시에는 지구화 후보로서 한계가 있었지만, 급속한 초기 공업화와 전쟁으로 대기가 복잡한 오염 물질로 막혀버렸다.",,"Chicomoztoc의 엄청난 인구는 강력한 선동가(실업자 대중에게 개혁과 일자리를 약속함) 또는 가정 하이브 연합에 봉사하는 수많은 경쟁 기술관료/범죄 후원 네트워크의 구성원 또는 종종 그것들을 샀습니다. 하이브는 때때로 폭동, 항의, 반란으로 인해 폐쇄되지만, 대장간이 안전하게 보호되고 산더미 같은 물품, 기계, 도구, 우주선 선체를 생산하는 한 헤게모니 군주는 국내 문제에 거의 개입하지 않습니다.",,,
planet_eventide,CUSTOM,"이벤타이드는 거의 조석 고정된 세계로, 다른 면에서는 지구화의 이상적인 후보지로 평가되었다. 이벤타이드에서 하루는 거의 일 년과 같아, 극심한 겨울-밤과 여름-낮 사이에 온화한 황혼 기간이 있다. 항성 거울과 차양 장치를 신중하게 활용하여 온도를 조절했다.",,"Eventide의 주요 가족은 거주 가능한 섬을 유지하는 태양광 거울과 차양을 후원합니다. 한편, 불명예스럽고 가난한 사람들은 느린 여름-낮/겨울-밤 계절 순환의 가혹한 기후 변화를 온전히 견뎌야 하는 황혼의 주변 지역에 살고 있습니다. 문화적으로 보수적인 행성 언론은 주로 주요 가족의 사회적 의식과 계략에 관심을 갖고 있습니다. Eventide의 일반적인 정신은 헤게모니 군대에 불균형적인 수의 장교를 제공하는 데 적합합니다.",,,
planet_coatl,CUSTOM,"틀랄로칸의 이 불모 위성은 터널, 벙커, 격납고, 사일로, 포대가 미로처럼 뚫려 있어, 아즈틀란 성계를 제어하는 헤게모니의 주요 군사 기지를 이루면서도 치코모스토크의 지역 정치에 휘말릴 만큼 가깝지는 않다.",,"규칙적인 구멍 자국은 달 표면을 가로지르는 원호를 추적하며, 헤게모니가 적 정보 기관에 알리고자 하는 중무기 포대의 위치를 나타냅니다. 다른 것들은 표토 껍질 아래 무작위로 분포되어 숨겨져 있으며, 킬샷이 나타날 때 바깥쪽으로 폭발할 준비가 되어 있습니다.",,,
station_coatl,CUSTOM,섹터로의 첫 번째 대이주 물결에 실려 온 씨앗함의 핵심을 중심으로 건설된 코아틀 보루는 어느 외부인도 일일이 검토하기 번거로울 만큼 역할과 이름이 여러 번 바뀌었다. 현재는 아즈틀란 성계를 위한 헤게모니 군사 C3 센터와 훈련 시설을 수용하고 있다.,,"페르세우스 구역 전역에서 온 신선한 얼굴의 생도들이 코아틀 기지의 복도를 가득 채우고, 임무 사이를 서두르거나 심지어 상급 장교의 훈계에 대한 두려움 때문에 긴장을 풀 때도 뻣뻣한 불안한 표정을 짓습니다. 이 단계에서는 어떤 장교라도 될 수 있습니다.",,,
planet_zorrah,CUSTOM,이 암석-얼음 위성 전체는 궤도에서도 보일 만큼 착취의 흉터를 지니고 있다. 전통적으로 어느 대기업에게나 치코모스토크의 끝없이 배고픈 산업 기관을 먹이기 위해 채굴 특허가 주어져 왔다.,,,,,
planet_hanan_pacha,CUSTOM,행성 킬러 무기에 의해 황폐화된 화장 세계. 수백만 명의 죽은 자들의 재가 인공 화산 활동으로 형성된 행성 규모의 폭풍에 의해 아직도 대기 중에 떠돌고 있다.,,Hanan Pacha는 제2차 AI 전쟁 중에 행성 파괴 무기에 의해 파괴되었습니다(물론 제1차 AI 전쟁처럼 AI 자체가 관련되지는 않았지만 오히려 AI 개발 주장에 대한 조사를 수행할 권리와 관련이 있었습니다). 잔학 행위의 세부 사항에 대한 적절한 조사는 평화 협정 중 이루어진 양보로 인해 중단되었습니다.,,,
planet_killa,CUSTOM,"이 위성은 아직도 전쟁의 상흔을 간직하고 있다. 주요 대도시 중심지의 돔들이 찢겨져 있고, 파편의 분출물이 여전히 냉혹한 진공에 드러난 방사형 패턴으로 흩어져 있다.",,"눈에 띄지 않는 지형에서 얻은 모호한 IR 판독값은 표토 아래 위장된 거주지를 암시합니다. 킬라 내부에는 확실히 생존자들이 숨어 있지만, 어떤 조직화된 정치체도 더 큰 섹터와 개방적인 관계를 유지하지 않습니다. 그리고 부랑자 화물선의 찌그러진 선체가 어떤 징후라도 보인다면 지역 주민들은 별로 환영받지 못합니다.",,,
planet_viscacha,CUSTOM,"두껍고 유독한 대기를 가진 외계에서 포획된 천체로, 이 위성은 빠른 궤도와 남반구의 재미있는 모양의 분지 때문에 이름 붙여졌다.",,,,,
planet_qaras,CUSTOM,"냉대의 거주 가능한 세계로, 붕괴 이후 제자리에 남겨진 에리다니-유토피아 코퍼레이션의 잔류 세력이 현지 인프라와 비축물자를 이용해 지구화했다. 카라스의 매력은 2차 AI 전쟁 중 충격적으로 초토화된 하난 파차의 광채에 미치지 못했다.",,"초기 식민지 시대 동안 Qaras는 Eridani-Utopia가 운영하는 주요 휘발성 물질/유기물 처리 센터였습니다. 2차 AI 전쟁 이후 전체 시스템은 비무장화를 선언했고, 카라스는 황폐화를 피하는 동안 용병과 도적의 동맹에 의해 즉시 점령당했습니다. 아직까지는 헤게모니가 탈환 노력을 기울일 가치가 없었습니다.",,,
planet_donn,CUSTOM,히브라실 성계의 초기 로봇 탐사선들이 이 외롭고 오래된 세계가 히브라실 성계에서 형성된 것이 아니라 수억 년 전에 히브라실에 의해 포획되었다고 빠르게 결정했다. 돈은 접근하기 쉬운 중금속 매장지로 인해 낮은-보통 수준의 관심 대상으로 분류되었다.,,때때로 투자자를 안심시키기 위한 힘을 과시하기 위해 Tri-Tachyon 순찰대에 의해 폭격을 받음에도 불구하고 Donn은 Tri-Tachyon이 전쟁 시에 요구하고 평화 시에 폐기하는 피비린내 나는 용병들을 위한 이상적인 모집 또는 투기장임이 입증되었습니다.,,,
planet_balar,CUSTOM,"주로 물, 암모니아, 메탄으로 이루어진 얼음 거성. 거의 잠잠한 듯 소용돌이치는 얼음 구름층에는 남극 위로 거대한 어두운 폭풍 하나만이 예외다. 이 이상에 대한 조사는 거의 이루어지지 않았다.",,,,,
planet_cethlenn,CUSTOM,"암모니아 강, 물얼음 고원, 메탄 빙하로 이루어진 동결 세계. 발라르의 자기장에 포획된 대전 입자들이 세쓸렌의 희박한 대기에 환상적인 오로라를 만들어낸다. 계절적으로 운영되는 유기물 추출 장비들은 세쓸렌 유일의 영구 정착지, 얼음 위에 세워진 도시에 의해 서비스를 받는다.",,"트라이-타키온의 영향력은 이 명목상 독립된 정치체에서 명백합니다. 애드 홀로스와 TT 제품은 어디에나 있습니다. Persean 부문 상거래 협정에서 불법으로 간주되는 ""약정""을 통해 지역 비즈니스 및 산업을 통해 세탁된 크레딧도 마찬가지입니다.",,,
planet_ena,CUSTOM,형제 위성들 중 유독 밀도가 높고 암석질인 에나의 표면은 조석 응력에 의해 가열된 수많은 간헐천에서 분출되는 얼어붙은 기체 흔적들로 교차되어 있다. 얇지만 가시적인 대기가 발라르의 강력한 자기권에 포획된 대전 입자 토러스를 공급한다.,,,,,
planet_crom_cruach,CUSTOM,이 세계는 별다른 특색 없이 경제적 가치가 거의 없는 황 화합물의 이례적인 풍부함을 제외하면 황량하고 평범하다. 히브라실 성계 식민지화 당시 채굴 컨소시엄들이 쿨란의 배고픈 용광로를 위한 광석 추출을 위한 광범위한 공사를 수행했다. 하지만 붕괴로 인해 크롬 크루아흐의 시설들은 버려졌다.,,,,,
planet_culann,CUSTOM,"쿨란의 유명한 광산들 중 가장 오래된 것들은 붕괴 직후 의심스러울 만큼 재빨리 트라이-타키온의 주요 군사 기지로 전환되어, 히브라실 성계 내부와 인근 성계까지 힘을 투사한다. 가장 깊은 무기고에는 비밀 기술을 기반으로 한 근사한 무기들이 있다고 전해진다.",,첨단 기술의 함선 갠트리 열차가 마치 자손 떼처럼 Culann Starforge를 따라 Culann 위의 빛나는 호를 그리며 행진합니다. 행성은 무겁게 벙커되어 있고 대함선 배터리가 배치되어 있습니다. Tri-Tachyon 마케팅은 표면 아래에 있고 궤도에 매달려 있는 무서운 무기의 잠재력을 암시하는 수용 베이와 갤러리에 비즈니스 친화적인 환영 이미지를 투사합니다.,,,
station_culann,CUSTOM,"쿨란 스타포지는 수백 년 전, 히브라실의 근접한 주항성을 효율적으로 활용하는 독창적인 에너지 변환·저장 기술 포트폴리오를 강점으로 삼은 한 기업에 의해 주요 무중력 정제 및 야금 센터로 설립되었다. 이 기업, 그 후계 법인들 및 자산들은 사이클이 지나면서 트라이-타키온이 되었다.",,상업용 리셉션 라운지의 홀로스는 Tri-Tachyon이 설계하고 제조한 무기 시스템의 잘못된 끝으로 인해 발생하는 반짝이고 응집력이 떨어지는 제품을 유쾌하게 전시합니다. 방문하는 우주선 선장에게는 다과가 무료로 제공됩니다. 곧 끈질긴 판매원에게서 배우게 됩니다.,,,
planet_eochu_bres,CUSTOM,페르세아 섹터 식민지화의 후반부에 지구화된 에오쿠 브레스는 급격히 변하는 폭력적인 날씨로 봉우리와 피요르드가 새롭게 깎인 세계다. 붕괴 직전에 완성된 궤도 거울 배열에도 불구하고 아직 테란 최적치보다 더 춥다.,,"빛나는 트라이-타키온(Tri-Tachyon) 회사 생태학은 판자촌 지역의 난폭하게 뻗어나가는 것 위로 우뚝 솟아 있습니다. 트라이-타키온 샐러리아트는 높은 도시 제나두(Xanadu)에서 보안 드론의 보호를 받으며 태어나고 살다가 죽는 반면, 절박한 계약직 노동자 계층은 법을 포함하여 회사 돈으로 무엇이든 사고 팔 수 있는 낮은 도시에 거주합니다. 최고로 군림합니다.",,,
inactive_gate,CUSTOM,"전 시대의 유물, 불굴의 소재로 된 조용한 고리.",,,,,
active_gate,CUSTOM,활성 게이트,"그것은 아다만틴 물질로 이루어진 웅웅거리는 고리입니다. 보는 법을 아는 이라면 센서로 더 높은 차원에서 희미하게 진동하는 것을 감지할 수 있습니다. 그것은 간신히 들리는 노래이자, 열리기를 기다리는 문과 같습니다.",,,,
station_tigra_city,CUSTOM,인류가 섹터에 도착한 직후부터 티그라 링에서 채굴 작업이 시작되었다. 연이은 추출의 물결은 티그라 기지 운영 허가를 받은 대기업들의 교체와 함께 광부 파업과 반란으로 이어졌다.,,"최초의 광부들의 후손들은 회전하는 저중력 우주 농장과 고갈된 광체의 수리장, 현재 정거장 고리에 내장된 오래된 탐사 장비로 눈을 돌렸습니다. 주민들은 조상들의 반항적 태도를 유지하고 있지만, 지역 주민과 해군 승무원 사이에 벌어지는 싸움은 일반적으로 이념적 저항보다는 술 취한 자세의 결과입니다.",,,
planet_typhon,CUSTOM,"주로 수소와 헬륨으로 이루어진 대체로 평범한 가스 거성. 수십 년 전, 한 과학자 '내부 고발자'가 이 행성이 페이즈 기술의 특성과 유사한 속성을 활용하는 이종 생명체의 서식처라고 주장하는 작은 스캔들이 터졌다. 그 과학자는 정신 질환 진단을 받았고 연구는 폐기되었다.",,,,,
planet_sphinx,CUSTOM,페르세아 섹터 초기 식민지화 당시 도메인 함대 병참 기지로 설립된 스핑크스의 지표면 깊은 곳에는 지역 반란 시 도메인 아르마다에 중단 없는 연료 공급을 위한 소규모 AM 연료 생산 시설이 건설되었다. 헤게모니가 이 시설을 물려받았다.,,교통 통제는 엄격하며 들어오는 모든 함선에는 대함 포대에 의해 태그가 지정되고 추적됩니다. 군사화는 민간 기반 시설까지 확대됩니다. 검문소 시설은 현재는 운영되지 않지만 그럼에도 불구하고 주요 통로와 환승 허브에 배치되어 있습니다.,,,
planet_orthrus,CUSTOM,"메탄 빙하로 뒤덮인 표면에서 물얼음 산들이 솟아오르고, 그 위로 질소 눈이 쌓인다. 소수의 불규칙한 규산염 고원이 빈약한 채굴 기회를 제공한다. 결코 번영한 적 없는 세계지만, 오르트루스의 채굴 산업 전반은 오랫동안 헤게모니 계열 기업들의 계약으로 지탱되어 왔다.",,"외부 투자자의 지원을 받는 소규모 가족 회사 협의회에 의해 통치되는 헤게모니 피닉스는 Orthrus를 불타는 날개 아래 보호하는 것이 적합하지 않다고 생각했습니다. 자원 보유량이 너무 부족하고, 전략적 가치가 군사화된 스핑크스의 달에 의해 가려졌으며, 독립 세계에 대한 헤게모니의 존중을 상징하는 정치 체제가 완전히 통합되기에는 너무 유용했습니다.",,,
station_chupi_orco,CUSTOM,"한때 추피 오르코의 자기권을 조작하여 인공 폭풍 시스템의 최상층부에서 우주로 휘발성 물질을 끌어올리던 거대 산업 기계였으나, 코일, 발전기, 탱크는 이제 모두 폐기되었고 거주지는 에너지 랜스에 의해 뚫렸다. 격납고 몇 개와 접근 터널만이 아직 약간의 보호를 제공하고 있다.",,,,,
lava_minor,PLANET,"영구적으로 형성된 지각이 없는 지질학적으로 불안정한 행성. 빛나는 균열과 활화산이 표면을 수놓으며, 그곳에서 분출된 마그마가 수백 킬로미터에 걸친 흐름을 형성하며 합쳐진다.",,,,,
planet_ithaca,CUSTOM,"뚜렷한 자기장도 없는 오래되고 건조한 세계로, 이타카는 그럼에도 에리다니-유토피아 지구화 코퍼레이션에 의해 좋은 후보지로 판단되었다. 수십억 년 동안 조용했던 페넬로페의 별이 이타카와 자매 세계 오기지아의 변환을 위한 활동의 온상이 되었으나, 붕괴가 그것을 끝내버렸다.",,"표면을 스캔한 결과 행성학 연구실, 지질 조사 현장 및 몇 개의 노천 광산으로 추정되는 임시 배치 장소가 몇 군데 드러났습니다. 작은 로봇 기상 관측소는 때때로 미약하고 쓸모없는 무선 신호를 보냅니다. 먼지폭풍으로 인해 장비가 쓸모없게 변질되었습니다.",,,
planet_ogygia,CUSTOM,표면에 비교적 최근의 충격적이고 대규모 충돌 사건의 흔적이 역력한 소규모 불모 세계. 오기지아는 그럼에도 자매 세계 이타카를 위해 구축 중이던 성계 전반의 인프라를 활용할 수 있어 차선 지구화 후보지로 고려되었다. 붕괴가 노력에 종지부를 찍었다.,,대규모 충격으로 인해 오기기아(Ogygia) 반구 전체의 상당 부분이 평균 고도보다 수십 킬로미터 아래로 가라앉은 차가운 용암 바다가 되었습니다. 벗겨진 기초와 이상하게도 균열 바닥에 있는 뜨겁게 달궈진 Onslaught급 전함 선체의 절반을 제외하고는 인간의 방문 흔적이 거의 남아 있지 않습니다.,,,
station_telepylus,CUSTOM,"오래된 확장 시대 포자함의 핵을 중심으로, 모듈식 격납고, 산업 포드, 거주 링의 숲 아래에 건설된 광대한 궤도 기지. 한때 외계 소행성 탐사선과 이동식 정제소의 집결지였지만 현재는 완전히 죽어 있다.",,"1차 원자로와 모든 귀중한 산업 구성요소는 신속하게 제거되었으며, 광범위한 2차 피해로 판단됩니다. 수동 백업 시스템은 프로세스에 의해 손상되었으며 스테이션은 생명 유지를 유지하기에 충분한 에너지를 받기에는 기본 스테이션에서 너무 멀리 떨어져 있었습니다. 항법 컴퓨터의 작은 경고 신호는 정거장의 궤도가 쇠퇴하고 있으며 500주기 이내에 텔레필루스 대기에서 불타버릴 것임을 알려줍니다. 정거장에 도킹하는 것은 바람직하지 않습니다.",,,
planet_ismara,CUSTOM,얼음 덩어리 같은 이 세계는 페넬로페의 별 내계의 육지 세계를 육성하기 위한 거대 톤 규모의 흑연 캡슐 형태의 물과 질소 패키지를 발사하는 광산과 질량 가속기 시설을 설치하기에 완벽한 장소였다.,,"궤도에서는 선형 매스드라이버 궤도의 흔적이 쉽게 눈에 띄지만, 자세히 살펴보면 레고크리트에서 돋아난 뒤틀린 지지 기둥의 행군 선만 남아 있음이 드러납니다. 초전도 코일과 기타 귀중한 하드웨어는 오랫동안 약탈당했습니다. 마찬가지로 핵융합 발전소와 공장의 돔은 얇은 대기로 인해 열려 있고 죽은 서식지 격자의 무질서한 확장은 매 통과하는 메탄 표류로 인해 가려집니다.",,,
planet_nortia,CUSTOM,"가스 거성 살루스의 L4 지점에 포획된 크고 그 외에는 평범한 금속성/규산염 소행성체. 노르티아는 한때 계절적 로봇 채굴 작업과 약물 남용에 전념했으나, 아스코니아 위기 당시 피난민들이 쏟아지면서 지금은 아스코니아 성계에서 가장 강한 독립 기반을 이루고 있다.",,"위기 이후 Nortia의 광산 및 정제 센터는 종양이 많은 암석 교외 지역으로 성장했습니다. 여기 지표면 아래의 광산 터널을 따라가면 통신 어레이, 태양열 집열기 및 압력 돔이 솟아오르고 있습니다. 시민 거버넌스는 합법적인 정부를 사칭하는 독립적인 밀수업자들의 지상 카르텔을 지지하는 지하 차터리스트 저항 세력(이중 군사 계층/세포 구조로 조직됨) 간의 불안한 합의의 형태로 수행됩니다. 헤게모니 외교적 존재.",,,
planet_druj,CUSTOM,"분화된 금속 핵을 암시하는 상당한 자기장을 가진, 죽고 불모한 세계. 아카 마이뉴가 풀어놓는 이온 폭풍은 드루즈에 화려한 고에너지 입자를 쏟아내어 휘발성 물질을 날려버리고 토양에 어두운 나노위상 철 호弧를 남긴다.",,,,,
